,Gender,Tinggal_Dengan,Status_Kerja,Biaya,Tgl_Daftar_Kuliah,Alamat,UKM,Organisasi_Kampus,Lama_Kuliah,Fakultas
8650,1,0,0,0,0,2,3,1,2,4
8651,1,1,1,0,0,0,2,0,7,0
8652,0,1,1,0,0,3,2,1,0,0
8653,1,1,0,0,0,4,3,1,1,3
8654,0,1,1,1,1,3,0,1,0,0
8655,0,1,0,2,0,3,3,1,2,3
8656,0,0,0,0,0,0,4,0,5,0
8657,1,1,1,1,0,5,4,1,0,3
8658,0,1,0,0,0,1,3,0,6,0
8659,1,1,0,1,0,5,4,1,1,3
8660,0,1,0,0,1,0,4,0,3,2
8661,1,1,0,2,0,5,1,0,0,2
8662,0,0,1,2,0,3,2,1,6,2
8663,0,1,1,1,1,0,0,0,1,3
8664,0,1,1,1,1,0,2,1,5,1
8665,1,1,1,0,0,1,4,1,1,3
8666,1,0,1,0,0,0,4,0,6,2
8667,1,1,0,2,0,4,0,0,6,4
8668,0,0,1,1,1,1,3,1,0,1
8669,1,1,1,1,1,2,0,0,2,3
8670,0,0,0,2,0,0,4,0,2,1
8671,0,0,0,0,0,4,1,1,6,4
8672,1,1,1,2,1,0,4,0,6,1
8673,1,0,1,1,1,1,3,0,5,1
8674,1,1,1,1,0,4,4,0,1,4
8675,0,1,1,2,0,2,1,1,1,3
8676,1,0,0,1,1,2,4,1,1,2
8677,0,1,1,2,0,2,0,0,6,0
8678,1,1,0,2,0,0,3,1,3,1
8679,1,1,0,0,0,0,0,0,4,4
8680,0,0,1,0,0,1,1,1,5,2
8681,1,1,0,0,0,1,1,0,4,4
8682,1,0,1,0,0,2,0,0,4,0
8683,1,0,0,0,1,0,2,0,7,2
8684,0,0,1,1,0,3,4,0,3,4
8685,1,1,1,1,1,2,4,0,0,3
8686,0,1,0,2,0,2,0,0,3,2
8687,0,1,1,1,0,3,1,0,3,2
8688,0,1,0,1,0,0,2,1,0,2
8689,1,1,0,1,0,5,2,0,6,0
8690,1,1,0,1,0,5,2,0,2,0
8691,1,0,0,0,0,3,1,0,4,1
8692,0,0,1,2,0,1,3,1,0,4
8693,1,1,1,0,0,5,3,0,5,4
8694,0,1,0,1,0,5,3,1,5,0
8695,0,0,0,0,1,1,2,0,4,4
8696,0,0,0,1,1,4,3,0,2,4
8697,0,1,0,2,1,2,4,1,1,4
8698,1,0,0,2,1,1,3,1,3,4
8699,1,1,1,0,1,5,0,1,2,4
8700,0,1,0,2,0,5,4,0,1,3
8701,0,0,0,2,0,4,1,1,4,3
8702,1,1,0,2,0,4,0,0,4,1
8703,0,1,0,1,0,5,1,0,7,3
8704,1,1,1,0,0,1,3,1,5,4
8705,1,0,0,0,0,4,1,0,5,2
8706,0,0,0,0,1,5,0,1,3,4
8707,0,1,0,1,1,1,2,1,0,2
8708,1,1,1,0,0,3,0,0,5,4
8709,1,1,0,2,0,1,1,0,5,1
8710,0,1,0,0,0,4,3,0,0,1
8711,0,0,0,2,0,4,0,0,2,1
8712,0,1,1,0,0,3,3,1,6,1
8713,0,1,1,1,0,2,2,1,6,4
8714,0,1,1,0,0,3,3,1,1,0
8715,0,0,1,1,1,1,4,1,4,3
8716,0,1,1,2,0,5,2,1,6,4
8717,1,1,0,2,0,3,3,0,6,0
8718,1,1,0,2,0,0,0,1,4,4
8719,1,1,0,2,0,0,1,0,4,3
8720,0,1,1,1,0,5,1,0,5,2
8721,0,1,1,1,1,4,4,1,3,1
8722,0,1,0,1,1,1,3,1,0,0
8723,1,1,0,1,0,5,1,0,4,4
8724,0,1,1,0,0,0,2,0,6,3
8725,0,1,1,0,0,3,3,1,1,0
8726,1,0,1,2,1,1,2,0,2,2
8727,1,0,0,2,0,3,0,0,5,3
8728,0,1,0,0,0,0,2,0,4,3
8729,1,0,0,2,1,1,3,0,0,3
8730,1,1,1,2,0,5,3,0,0,0
8731,0,1,1,0,0,4,0,1,2,1
8732,0,0,0,2,0,1,3,0,4,1
8733,0,1,1,1,1,3,0,1,6,0
8734,1,1,0,2,1,1,4,0,5,2
8735,1,1,1,0,0,3,0,1,0,4
8736,1,0,1,1,1,0,1,0,4,1
8737,0,1,0,2,0,0,3,1,7,3
8738,1,1,0,2,0,5,2,0,7,2
8739,0,0,1,1,0,4,2,0,3,1
8740,1,1,0,0,0,2,3,1,1,2
8741,1,0,0,2,1,4,4,0,4,0
8742,0,0,0,1,1,0,1,1,4,3
8743,0,1,1,1,0,3,0,1,3,4
8744,1,1,0,0,1,0,3,1,7,1
8745,0,1,0,1,0,2,4,0,4,4
8746,1,1,0,2,0,4,0,1,3,4
8747,0,0,0,1,0,0,0,0,6,1
8748,1,0,0,2,1,5,1,1,2,4
8749,0,1,0,1,0,1,4,1,3,3
8750,1,1,1,1,0,0,2,1,2,0
8751,0,0,0,1,1,4,3,0,0,3
8752,0,1,0,2,1,1,0,0,7,2
8753,0,0,0,2,0,3,1,1,6,2
8754,0,1,1,1,1,3,3,1,4,1
8755,0,0,0,2,0,1,1,0,3,4
8756,1,1,1,2,1,0,2,0,1,1
8757,0,0,1,1,1,3,1,0,0,2
8758,1,1,0,2,0,3,0,1,5,4
8759,0,1,1,2,0,1,4,1,7,2
8760,1,0,0,2,0,3,0,0,5,1
8761,1,1,1,2,0,2,1,0,4,4
8762,0,0,1,1,0,5,0,0,1,3
8763,1,1,1,2,0,4,0,0,6,0
8764,1,1,0,2,0,4,1,1,0,1
8765,0,1,1,1,1,3,1,0,2,1
8766,0,0,0,0,0,1,2,1,1,0
8767,0,1,0,0,0,5,3,1,3,4
8768,0,0,1,0,1,1,1,1,4,4
8769,0,1,1,1,1,1,4,0,4,2
8770,1,1,0,0,0,0,1,0,4,2
8771,1,0,1,2,1,4,1,0,5,3
8772,0,0,1,1,0,3,3,1,4,3
8773,0,1,1,0,0,4,0,1,0,0
8774,1,1,1,0,0,2,0,0,7,4
8775,0,1,0,2,0,1,1,0,2,1
8776,1,0,1,1,0,1,2,0,0,1
8777,0,0,1,0,0,3,1,0,2,0
8778,0,0,0,0,0,0,2,1,6,2
8779,0,1,0,2,1,4,1,1,7,4
8780,1,1,1,0,1,2,1,1,5,0
8781,1,1,0,0,0,0,1,0,1,3
8782,0,1,1,1,0,1,1,1,6,0
8783,0,0,1,0,0,0,0,1,6,0
8784,1,1,0,2,1,1,1,0,6,2
8785,0,1,1,2,1,1,1,1,0,3
8786,0,1,1,2,0,1,0,1,2,4
8787,0,1,1,2,0,4,2,1,3,4
8788,1,1,1,0,0,4,3,1,6,3
8789,0,0,0,2,0,1,4,1,1,4
8790,0,0,0,0,0,2,4,0,3,2
8791,1,0,0,2,1,1,3,0,3,3
8792,0,1,1,2,0,4,1,1,5,2
8793,0,0,1,0,1,0,3,0,0,0
8794,1,1,1,2,0,3,2,0,2,4
8795,1,1,1,2,0,2,2,1,5,1
8796,1,1,0,1,0,5,4,1,3,1
8797,0,0,1,0,1,2,4,0,7,4
8798,1,0,1,2,1,3,2,1,2,3
8799,1,1,0,0,1,5,4,1,5,4
8800,1,0,1,0,0,3,0,1,1,1
8801,0,0,0,0,0,3,4,0,3,3
8802,1,1,0,0,1,4,1,1,4,1
8803,1,1,0,2,0,2,1,1,1,4
8804,0,1,1,2,0,4,2,1,7,4
8805,0,1,1,2,0,2,1,1,1,4
8806,1,1,0,0,1,5,2,0,4,2
8807,1,0,0,0,0,4,1,0,4,1
8808,0,1,0,1,1,2,1,1,2,1
8809,0,0,0,2,0,4,4,0,7,1
8810,1,1,1,2,0,3,0,0,7,1
8811,1,0,0,2,1,3,0,1,3,2
8812,0,1,0,1,0,2,1,1,0,1
8813,1,1,0,2,1,2,3,1,7,0
8814,0,1,1,0,1,3,0,1,7,1
8815,1,0,1,1,0,4,0,1,7,3
8816,1,1,1,0,1,3,1,1,7,0
8817,1,0,1,2,0,2,4,0,7,4
8818,0,1,1,2,1,0,4,0,3,0
8819,1,1,0,2,1,5,2,0,1,0
8820,1,0,0,2,0,5,0,1,6,4
8821,0,1,1,0,0,2,2,1,4,2
8822,0,0,0,1,1,2,4,0,2,0
8823,0,0,1,0,1,5,4,1,1,2
8824,1,1,1,0,0,3,1,0,3,1
8825,1,1,0,2,0,5,3,1,3,0
8826,0,1,1,0,1,1,1,0,6,0
8827,0,1,0,1,1,2,1,0,1,2
8828,1,1,0,2,1,1,2,1,2,4
8829,1,1,0,0,0,0,1,0,3,4
8830,1,0,1,2,0,5,2,1,4,0
8831,1,1,0,2,0,0,0,0,0,4
8832,0,0,0,2,1,0,2,1,2,0
8833,0,1,1,2,0,1,2,1,3,3
8834,0,1,1,1,1,1,3,1,5,4
8835,1,0,1,0,1,5,3,0,3,0
8836,1,1,0,2,1,2,3,0,7,0
8837,1,0,1,0,1,5,4,1,1,3
8838,1,1,0,1,1,5,0,1,1,4
8839,0,1,0,2,0,5,0,0,3,4
8840,0,1,0,0,1,0,2,0,3,1
8841,1,0,1,0,0,5,2,1,3,3
8842,0,1,0,2,0,2,4,0,1,4
8843,0,1,0,1,1,2,1,0,7,2
8844,0,1,0,2,1,0,2,1,4,3
8845,0,0,1,2,1,0,3,1,6,2
8846,1,0,1,0,0,5,1,1,1,2
8847,0,1,0,2,1,3,1,0,3,4
8848,1,1,1,2,1,2,2,1,3,1
8849,1,0,1,2,1,4,1,1,2,2
8850,0,0,0,2,0,0,2,0,7,4
8851,1,1,0,0,0,2,2,0,2,4
8852,1,1,0,0,0,2,1,0,3,3
8853,0,0,1,2,0,1,0,1,5,2
8854,0,0,1,2,0,1,2,0,0,4
8855,0,0,0,0,1,2,1,1,1,1
8856,0,0,1,2,0,1,2,0,1,4
8857,0,0,0,1,1,5,0,0,1,2
8858,0,1,0,0,1,4,2,1,7,1
8859,0,0,0,0,0,2,0,1,0,3
8860,0,0,0,1,1,4,3,1,0,0
8861,1,0,0,1,1,1,0,0,3,2
8862,1,1,1,2,0,4,3,0,0,2
8863,1,1,0,2,1,0,2,1,0,1
8864,0,1,1,0,0,1,2,0,3,3
8865,0,1,1,2,0,1,3,0,0,2
8866,1,1,0,2,0,5,0,1,1,4
8867,1,1,0,2,0,3,3,0,2,4
8868,0,1,0,2,0,1,1,1,2,3
8869,0,1,1,2,0,3,0,0,1,1
8870,0,0,1,0,0,1,1,1,3,0
8871,1,1,0,0,0,2,2,0,7,4
8872,0,0,1,0,1,5,3,0,1,2
8873,1,1,0,0,0,3,1,1,3,0
8874,0,1,0,2,1,4,2,1,6,1
8875,0,1,1,0,1,0,2,0,6,1
8876,1,1,1,2,0,5,1,1,6,4
8877,0,0,1,0,0,4,4,0,2,4
8878,1,1,0,1,0,4,0,0,3,0
8879,0,1,1,0,1,1,2,0,5,1
8880,0,0,0,1,1,5,2,0,4,0
8881,1,0,1,2,1,4,2,1,6,3
8882,0,1,1,1,0,0,1,0,0,0
8883,0,0,1,2,0,1,2,1,5,0
8884,1,1,0,0,0,4,1,0,4,0
8885,1,1,0,1,1,5,0,1,3,2
8886,0,1,0,1,0,2,2,0,6,0
8887,0,1,1,2,0,2,0,0,2,0
8888,0,1,0,0,0,5,4,1,5,1
8889,0,1,1,0,1,3,1,1,6,0
8890,1,1,0,2,0,4,4,0,6,2
8891,0,0,0,0,0,3,0,0,3,3
8892,0,1,1,0,0,3,3,0,0,4
8893,0,0,1,1,1,2,2,0,5,2
8894,1,0,0,2,0,2,3,0,3,1
8895,1,1,0,1,1,2,2,1,4,3
8896,0,1,0,2,0,4,4,0,0,0
8897,1,1,1,2,0,5,4,0,0,3
8898,0,1,1,1,0,5,3,0,0,4
8899,0,1,1,0,1,3,1,1,0,2
8900,0,0,1,2,0,0,4,1,7,2
8901,0,0,1,2,0,0,4,1,5,1
8902,1,1,1,2,1,5,0,1,4,1
8903,0,1,0,1,0,0,0,1,1,0
8904,1,1,0,0,0,5,1,0,6,1
8905,1,0,1,0,0,1,1,0,3,3
8906,0,0,1,1,0,3,2,0,4,1
8907,0,1,0,2,1,0,1,0,3,3
8908,1,0,1,1,0,4,1,0,2,0
8909,1,1,1,1,0,2,0,1,0,3
8910,0,1,0,2,0,1,3,0,6,4
8911,1,1,0,1,0,2,2,0,0,1
8912,0,1,1,0,0,1,0,1,0,1
8913,0,0,1,2,0,3,3,0,5,2
8914,1,0,1,1,0,2,1,0,6,4
8915,1,0,1,0,0,5,2,1,0,0
8916,0,0,1,0,0,0,3,1,3,0
8917,1,1,0,1,1,3,1,0,7,4
8918,0,1,1,0,1,0,1,0,4,4
8919,1,0,0,2,0,4,2,0,6,2
8920,1,0,0,2,1,1,2,1,2,3
8921,1,1,1,1,0,5,3,0,1,2
8922,1,1,0,1,0,1,4,1,3,2
8923,1,1,0,1,0,3,1,1,5,1
8924,1,1,1,1,0,3,2,1,6,4
8925,1,1,0,2,1,4,3,1,7,4
8926,1,0,0,0,1,3,2,1,7,1
8927,0,1,1,2,0,1,3,0,1,0
8928,0,1,0,2,0,3,4,1,2,1
8929,0,1,1,1,1,4,4,0,7,0
8930,0,1,1,0,1,1,3,1,3,1
8931,0,0,0,2,0,5,4,1,5,2
8932,1,1,1,0,1,1,4,1,2,0
8933,0,0,1,1,1,2,1,0,5,2
8934,1,1,0,0,0,0,1,0,2,0
8935,1,1,0,1,1,2,0,1,7,2
8936,1,1,0,2,0,5,1,0,7,0
8937,1,1,1,2,0,2,0,1,6,4
8938,0,1,1,1,1,4,2,0,5,2
8939,1,0,1,0,0,2,3,0,7,2
8940,0,0,1,1,0,4,1,0,4,3
8941,1,1,1,0,0,1,3,0,7,4
8942,0,1,1,0,1,2,0,1,6,0
8943,1,1,1,1,1,4,3,0,6,4
8944,1,1,1,1,0,3,0,0,5,1
8945,1,0,0,0,0,3,4,0,2,0
8946,1,1,0,1,0,1,0,0,3,0
8947,1,1,0,2,1,0,2,0,4,1
8948,1,0,0,0,1,4,1,0,2,1
8949,0,1,1,1,0,3,3,0,2,2
8950,0,0,0,0,1,4,3,1,1,3
8951,1,1,1,1,1,0,1,1,1,2
8952,1,1,1,1,0,3,2,0,5,3
8953,0,1,0,2,0,2,0,1,1,4
8954,0,1,1,0,1,4,0,1,2,1
8955,0,1,0,2,0,1,2,0,0,1
8956,1,0,0,1,0,1,2,1,5,1
8957,1,0,0,2,0,1,4,1,7,0
8958,0,1,0,1,0,3,2,0,1,0
8959,0,1,0,1,0,4,0,1,1,3
8960,1,0,1,2,1,5,3,1,4,1
8961,0,0,0,1,1,2,2,1,1,4
8962,0,1,1,1,1,3,0,0,4,1
8963,1,1,0,0,0,1,2,0,1,0
8964,0,1,1,0,0,3,4,1,5,1
8965,1,1,1,1,0,1,4,0,3,2
8966,0,1,1,1,0,4,0,0,1,0
8967,1,1,0,0,0,1,3,1,3,0
8968,1,1,1,2,1,1,0,1,6,1
8969,0,1,1,0,1,3,4,0,1,1
8970,1,0,1,1,0,5,0,0,4,3
8971,0,0,1,1,1,1,0,0,2,4
8972,0,1,1,0,0,3,1,1,6,2
8973,1,1,0,2,1,4,2,0,6,0
8974,0,1,1,0,0,5,0,1,0,4
8975,1,1,1,1,0,0,1,1,5,0
8976,1,1,1,0,1,3,1,0,5,1
8977,0,0,0,1,1,2,0,1,1,0
8978,1,1,1,1,0,2,1,0,5,1
8979,0,1,0,1,1,4,1,1,0,3
8980,1,0,1,2,0,2,1,1,1,4
8981,1,1,0,2,0,1,2,0,0,0
8982,1,0,1,1,0,4,1,1,5,2
8983,1,0,0,1,0,1,2,0,4,3
8984,0,1,1,1,1,5,2,0,1,1
8985,0,1,1,2,1,4,2,0,2,3
8986,0,1,0,0,1,4,4,0,2,1
8987,1,1,1,1,0,2,0,1,1,2
8988,1,1,1,2,0,4,4,1,4,3
8989,0,0,1,0,1,2,1,0,3,2
8990,0,1,1,1,1,3,1,0,2,4
8991,0,1,0,0,0,4,1,0,1,1
8992,0,1,1,2,0,0,3,0,4,4
8993,1,1,0,0,1,4,4,0,5,1
8994,0,1,0,1,1,5,3,0,2,3
8995,1,1,1,2,0,3,0,0,5,1
8996,0,1,1,0,0,0,4,0,0,3
8997,1,1,1,0,0,0,0,1,4,1
8998,0,1,0,1,0,4,4,1,6,4
8999,1,1,0,0,0,5,4,1,3,2
9000,0,0,1,1,0,4,1,1,6,2
9001,0,0,0,1,0,1,2,0,7,0
9002,1,1,0,2,0,4,4,1,0,3
9003,0,1,0,2,0,5,3,0,2,2
9004,0,1,0,1,0,3,3,1,7,4
9005,0,1,1,0,1,3,2,0,7,0
9006,0,1,0,1,0,5,2,0,0,0
9007,1,1,0,1,1,1,2,0,0,0
9008,1,1,0,1,0,1,0,1,2,0
9009,1,0,0,2,0,2,2,0,4,1
9010,0,1,0,1,0,3,3,0,3,3
9011,0,1,0,2,1,3,2,1,2,2
9012,0,1,1,0,0,1,3,1,3,3
9013,0,0,1,1,0,5,4,0,5,3
9014,1,1,1,1,0,5,4,1,6,0
9015,1,0,0,0,0,0,3,1,4,3
9016,0,0,1,2,0,1,0,0,1,0
9017,1,1,1,2,0,3,2,1,0,3
9018,0,1,1,0,0,2,3,0,4,2
9019,1,0,1,2,0,4,2,1,5,0
9020,0,0,1,2,0,4,0,0,3,0
9021,0,0,0,2,1,3,0,1,3,1
9022,1,1,0,1,0,5,3,0,5,1
9023,0,0,1,0,0,1,0,1,1,3
9024,1,1,0,2,1,5,1,1,4,4
9025,0,1,0,2,1,2,1,1,3,3
9026,1,1,0,0,0,5,1,1,7,0
9027,1,1,0,1,1,3,1,1,4,0
9028,1,1,1,0,0,5,4,0,0,0
9029,0,0,0,2,1,3,2,0,7,1
9030,1,0,0,1,0,2,0,0,3,1
9031,1,1,1,1,0,2,2,1,6,1
9032,1,1,1,1,1,5,0,0,6,2
9033,0,1,0,0,0,2,4,1,3,1
9034,0,1,1,1,1,4,1,1,3,4
9035,0,1,1,1,0,5,4,0,5,2
9036,1,0,0,2,0,4,0,1,6,3
9037,1,1,0,0,0,1,1,0,6,3
9038,1,1,1,2,1,5,0,0,5,3
9039,0,0,1,1,0,1,3,1,5,3
9040,1,1,1,1,0,3,2,1,7,4
9041,0,1,1,1,0,4,0,0,6,0
9042,1,0,0,1,1,5,3,1,5,0
9043,1,0,0,1,0,3,2,0,6,1
9044,1,1,1,0,0,4,2,1,6,3
9045,1,0,1,0,0,2,1,1,0,1
9046,1,1,1,0,1,4,4,1,5,2
9047,0,1,1,2,0,1,1,1,4,1
9048,1,1,1,2,0,0,2,0,3,4
9049,0,1,0,0,0,0,4,1,2,2
9050,1,1,1,2,0,3,1,1,0,3
9051,0,1,0,2,0,1,2,0,6,3
9052,1,1,0,0,0,5,4,0,7,0
9053,0,1,1,1,0,5,2,1,2,3
9054,0,1,1,0,0,0,4,0,2,0
9055,1,1,1,1,0,1,0,0,0,4
9056,1,1,0,1,1,2,3,0,2,4
9057,0,1,0,1,0,5,1,0,0,1
9058,1,1,1,0,1,1,1,1,7,1
9059,0,0,1,1,1,0,0,1,4,3
9060,0,0,1,2,1,5,2,1,2,3
9061,0,1,1,1,1,2,4,0,0,0
9062,1,1,1,0,0,2,3,0,7,2
9063,0,1,0,1,1,1,0,0,7,3
9064,0,0,0,1,1,2,4,0,5,2
9065,0,0,1,1,1,5,1,1,2,0
9066,0,1,0,0,1,1,2,1,3,1
9067,1,1,1,2,0,1,1,1,4,2
9068,0,1,0,2,0,3,1,0,3,3
9069,0,1,0,0,0,2,3,1,6,3
9070,0,1,0,1,0,2,1,0,0,0
9071,0,1,1,2,0,5,4,0,4,2
9072,1,1,0,0,0,3,4,1,2,3
9073,0,0,0,0,0,4,0,1,0,4
9074,0,0,1,1,0,2,4,0,6,2
9075,1,1,1,0,0,5,1,1,4,4
9076,0,0,1,1,0,4,0,0,4,3
9077,0,1,0,2,0,5,3,0,3,3
9078,1,1,0,1,0,1,3,1,6,1
9079,1,1,1,2,0,3,1,1,7,4
9080,1,1,0,2,0,5,3,1,6,1
9081,0,0,1,1,0,0,0,0,6,1
9082,0,0,0,2,0,0,0,1,3,3
9083,0,1,0,0,0,2,4,1,0,0
9084,1,0,1,2,1,0,0,1,3,4
9085,1,0,1,2,1,1,3,0,6,2
9086,1,1,1,0,1,2,2,0,4,4
9087,1,1,1,2,1,1,0,1,0,1
9088,0,1,0,0,1,5,0,0,4,3
9089,1,1,1,0,0,1,0,0,0,2
9090,1,0,1,1,1,0,1,0,0,4
9091,0,1,1,2,0,5,3,1,3,4
9092,0,0,1,0,0,4,4,0,2,2
9093,0,1,1,2,0,4,2,1,3,2
9094,0,1,1,0,1,3,2,1,3,3
9095,1,1,0,1,0,4,0,0,2,4
9096,1,1,0,2,0,3,1,1,1,1
9097,0,0,1,0,0,4,2,0,2,2
9098,0,0,1,0,0,5,3,1,6,3
9099,1,1,1,2,1,5,1,0,6,1
9100,1,0,1,1,1,3,4,0,1,4
9101,0,1,0,1,0,0,1,1,7,2
9102,1,1,1,0,0,5,4,0,1,0
9103,0,0,1,1,0,0,0,1,5,3
9104,0,1,1,2,1,0,2,1,1,3
9105,0,1,1,2,1,4,4,1,6,4
9106,1,1,1,2,1,2,2,0,2,1
9107,1,0,1,2,0,2,1,1,1,1
9108,1,0,1,0,1,4,2,0,3,4
9109,0,1,1,2,1,5,0,1,0,1
9110,0,1,1,1,1,4,3,1,7,2
9111,0,1,0,1,1,1,1,0,6,1
9112,0,1,1,0,0,5,3,0,0,1
9113,0,1,1,1,0,1,4,1,4,3
9114,0,0,0,1,1,0,0,1,5,1
9115,1,1,1,2,0,2,1,0,3,2
9116,0,1,1,1,1,5,0,1,7,4
9117,0,0,1,0,1,5,1,0,4,1
9118,1,1,1,0,0,3,2,1,0,3
9119,1,0,1,2,0,0,4,1,3,4
9120,1,1,1,1,0,1,4,1,2,1
9121,1,1,1,1,0,5,4,1,5,2
9122,1,1,1,0,1,2,0,0,1,1
9123,0,1,0,1,0,1,2,0,7,2
9124,0,0,1,1,0,4,0,0,3,0
9125,0,1,1,2,0,2,4,1,7,1
9126,1,0,1,0,1,0,3,0,4,2
9127,1,0,1,2,0,4,0,0,5,4
9128,0,0,1,0,1,1,1,1,0,3
9129,0,1,0,2,0,5,2,0,4,3
9130,0,0,1,1,0,2,4,0,2,1
9131,0,0,0,2,0,5,2,0,3,0
9132,1,1,0,1,0,0,1,1,4,4
9133,0,1,0,0,0,2,4,0,7,3
9134,0,1,1,0,1,0,1,1,7,0
9135,1,1,0,1,0,0,0,0,4,4
9136,1,1,1,1,0,5,0,0,3,2
9137,1,1,0,0,1,2,1,1,4,2
9138,0,1,1,1,1,5,0,0,7,2
9139,1,1,1,0,0,3,4,1,1,3
9140,0,0,0,1,0,4,0,0,6,3
9141,1,1,0,0,0,5,0,0,2,0
9142,1,0,1,2,0,4,4,1,1,4
9143,1,1,1,0,0,1,3,0,1,3
9144,0,1,1,1,1,5,3,1,7,1
9145,0,0,0,2,1,5,4,0,6,0
9146,1,1,0,2,1,0,2,0,1,3
9147,0,1,1,0,0,4,1,1,2,3
9148,0,1,1,1,1,3,3,0,4,4
9149,1,1,1,2,1,4,1,0,7,1
9150,1,1,1,2,0,0,1,1,2,2
9151,1,0,0,1,0,1,2,1,3,4
9152,0,1,0,2,1,5,4,0,7,4
9153,0,1,0,0,1,5,3,0,0,1
9154,0,1,1,0,0,2,1,0,1,4
9155,0,1,1,1,0,2,2,0,4,0
9156,0,1,1,1,0,5,2,0,1,0
9157,0,1,1,2,0,5,4,1,4,1
9158,1,0,0,0,1,2,4,1,5,3
9159,1,0,0,2,0,1,2,0,1,4
9160,1,1,0,0,1,3,1,0,3,2
9161,0,1,0,1,1,0,1,1,6,0
9162,0,0,0,2,1,5,3,1,2,3
9163,1,1,0,1,0,5,3,0,0,0
9164,0,1,0,2,0,4,0,0,4,2
9165,1,1,0,2,0,1,2,1,4,4
9166,1,0,1,1,1,4,0,1,5,4
9167,0,1,0,2,0,5,0,0,6,1
9168,1,0,0,2,0,2,4,0,6,0
9169,0,1,0,2,0,3,3,1,5,3
9170,1,0,1,1,0,0,4,1,4,0
9171,1,0,0,1,0,1,3,0,1,1
9172,1,1,1,2,0,1,4,0,4,1
9173,1,1,1,0,1,1,3,0,4,0
9174,1,1,0,2,1,2,2,1,1,0
9175,1,1,1,2,0,1,4,1,3,4
9176,0,1,1,2,0,4,4,0,1,2
9177,1,0,0,1,0,4,2,0,5,2
9178,1,1,1,1,1,5,4,1,7,1
9179,1,0,0,2,0,5,2,1,5,4
9180,0,1,1,0,1,3,2,0,5,0
9181,0,0,1,1,0,3,4,1,5,4
9182,1,1,1,1,0,2,3,0,3,1
9183,0,1,0,1,1,3,2,1,7,3
9184,1,1,1,0,0,1,4,0,0,1
9185,1,1,1,1,0,1,4,0,7,3
9186,0,1,0,1,0,3,0,1,5,3
9187,0,1,0,0,0,3,4,0,0,3
9188,0,0,0,2,0,4,1,1,2,1
9189,1,0,0,0,0,2,2,1,7,2
9190,0,1,0,2,1,1,0,1,5,2
9191,0,1,1,0,1,0,4,0,4,0
9192,1,0,0,0,1,1,0,0,3,0
9193,1,0,1,0,0,2,4,0,7,3
9194,0,0,0,0,1,1,2,1,1,4
9195,0,0,0,0,1,5,0,0,4,2
9196,0,0,0,1,0,5,2,1,5,2
9197,0,1,1,1,0,0,2,0,1,3
9198,0,0,0,1,0,1,3,1,6,2
9199,1,1,0,1,1,5,4,0,1,1
9200,1,0,0,2,1,3,2,0,2,1
9201,1,0,0,2,0,5,1,0,7,1
9202,1,1,0,2,0,5,2,1,0,2
9203,0,0,1,0,1,1,2,0,0,3
9204,0,0,1,0,0,1,4,1,2,1
9205,1,1,0,0,0,3,1,0,4,3
9206,1,0,1,2,0,5,0,0,1,4
9207,1,0,0,1,0,4,3,0,3,0
9208,0,1,0,1,0,2,4,1,3,0
9209,1,1,0,2,1,1,3,0,4,1
9210,0,0,1,2,1,0,0,1,2,2
9211,0,1,1,1,0,3,2,0,5,1
9212,1,1,0,2,1,5,3,0,1,0
9213,1,0,1,0,0,0,0,0,4,1
9214,0,1,0,0,1,4,1,0,7,4
9215,1,0,0,0,1,4,3,0,5,1
9216,0,1,0,2,0,0,3,0,4,2
9217,0,0,0,1,0,5,3,0,3,1
9218,0,0,0,2,0,3,4,0,3,0
9219,0,0,0,2,0,0,3,1,7,1
9220,0,0,1,2,0,0,0,0,3,3
9221,0,0,1,1,0,0,4,0,5,0
9222,1,1,0,2,0,1,2,0,0,2
9223,0,1,1,2,0,4,1,1,6,0
9224,0,1,1,1,0,1,4,0,6,2
9225,1,0,1,0,0,2,3,1,5,2
9226,1,1,0,0,0,3,4,0,6,3
9227,1,1,0,2,0,1,4,0,7,3
9228,1,0,0,1,1,3,1,0,1,0
9229,1,0,1,1,0,3,4,1,2,2
9230,0,0,1,1,1,3,3,0,4,3
9231,0,1,0,1,0,3,1,0,6,4
9232,1,1,0,1,0,2,3,1,7,4
9233,1,1,0,1,0,0,2,0,1,0
9234,1,0,0,2,0,0,3,0,6,4
9235,1,1,0,1,0,1,4,0,1,1
9236,0,0,1,1,1,3,3,1,2,3
9237,0,0,1,1,0,3,4,0,2,3
9238,0,1,1,0,1,4,3,1,3,4
9239,1,1,1,1,0,4,2,1,4,3
9240,0,1,1,2,1,4,1,1,7,3
9241,0,0,0,1,0,2,0,1,5,3
9242,0,1,1,1,1,2,3,1,5,3
9243,1,1,1,2,0,4,4,0,5,1
9244,1,0,0,0,0,4,1,0,0,4
9245,1,0,1,1,1,3,1,0,5,0
9246,0,0,0,0,0,0,4,0,3,0
9247,1,1,0,2,0,2,1,0,7,2
9248,0,1,1,2,0,4,3,1,0,1
9249,0,0,1,1,1,1,2,0,0,2
9250,0,1,1,2,1,4,3,0,3,1
9251,1,0,1,0,0,2,1,1,0,3
9252,1,0,1,0,0,5,0,0,2,4
9253,1,0,0,1,0,0,2,0,3,3
9254,0,1,0,1,1,1,4,1,3,2
