TAHUN,NAMA PROVINSI,NAMA KABUPATEN/KOTA,NAMA KECAMATAN,NAMA KELURAHAN,LUAS WILAYAH (KM2),KEPADATAN (JIWA/KM2),JENIS KELAMIN,RENTANG UMUR,JUMLAH
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.29, 30260,Perempuan,70-74, 203
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.29, 30260,Laki-laki,>75, 172
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,1.29, 30260,Perempuan,>75, 182
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,35-39, 2054
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,35-39, 2057
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,40-44, 2049
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,40-44, 1984
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,45-49, 1746
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,45-49, 1660
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,50-54, 1231
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,50-54, 1250
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,55-59, 941
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,55-59, 946
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,60-64, 588
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,60-64, 639
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,65-69, 409
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,65-69, 540
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,70-74, 335
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,70-74, 364
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Laki-laki,>75, 289
 2013,PROVINSI DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,2.60, 16963,Perempuan,>75, 362
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,35-39, 4654
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,35-39, 2614
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,40-44, 2523
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,40-44, 5137
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,45-49, 2976
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,45-49, 2968
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,50-54, 5944
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,50-54, 2464
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,55-59, 2316
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,55-59, 4780
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,60-64, 2021
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,60-64, 1793
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,65-69, 3814
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,65-69, 1515
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,70-74, 1441
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,70-74, 2956
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Laki-laki,>75, 1188
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,8.31, 6326,Perempuan,>75, 1210
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,35-39, 7616
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,35-39, 4096
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,40-44, 3833
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,40-44, 7929
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,45-49, 4572
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,45-49, 4522
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,50-54, 9094
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,50-54, 3847
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,55-59, 3734
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,55-59, 7581
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,60-64, 3196
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,60-64, 2750
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,65-69, 5946
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,65-69, 2398
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,70-74, 2127
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,70-74, 4525
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Laki-laki,>75, 1870
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,KALI BARU,2.47, 34278,Perempuan,>75, 1844
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,35-39, 2187
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,35-39, 1207
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,40-44, 1121
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,40-44, 2328
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,45-49, 1312
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,45-49, 1288
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,50-54, 2600
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,50-54, 1024
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,55-59, 977
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,55-59, 2001
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,60-64, 926
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,60-64, 891
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,65-69, 1817
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,65-69, 703
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,70-74, 694
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,70-74, 1397
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Laki-laki,>75, 588
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,7.92, 3105,Perempuan,>75, 549
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,35-39, 3442
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,35-39, 1876
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,40-44, 1934
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,40-44, 3810
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,45-49, 2204
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,45-49, 2307
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,50-54, 4511
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,50-54, 1866
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,55-59, 1887
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,55-59, 3753
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,60-64, 1623
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,60-64, 1482
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,65-69, 3105
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,65-69, 1206
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,70-74, 1118
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,70-74, 2324
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Laki-laki,>75, 846
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,10.64, 3859,Perempuan,>75, 884
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,35-39, 6419
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,35-39, 3579
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,40-44, 3703
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,40-44, 7282
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,45-49, 4317
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,45-49, 4495
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,50-54, 8812
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,50-54, 3826
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,55-59, 3776
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,55-59, 7602
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,60-64, 3344
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,60-64, 3201
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,65-69, 6545
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,65-69, 2439
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,70-74, 2297
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,70-74, 4736
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Laki-laki,>75, 1855
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,4.44, 18003,Perempuan,>75, 1816
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,35-39, 3230
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,35-39, 1683
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,40-44, 1668
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,40-44, 3351
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,45-49, 1992
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,45-49, 2151
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,50-54, 4143
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,50-54, 1894
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,55-59, 1964
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,55-59, 3858
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,60-64, 1786
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,60-64, 1685
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,65-69, 3471
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,65-69, 1383
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,70-74, 1282
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,70-74, 2665
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Laki-laki,>75, 1002
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,3.17, 12725,Perempuan,>75, 939
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,35-39, 5221
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,35-39, 3376
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,40-44, 3696
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,40-44, 7072
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,45-49, 4293
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,45-49, 5339
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,50-54, 9632
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,50-54, 3595
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,55-59, 3572
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,55-59, 7167
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,60-64, 2693
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,60-64, 2184
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,65-69, 4877
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,65-69, 1606
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,70-74, 1399
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,70-74, 3005
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Laki-laki,>75, 1075
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,5.61, 11602,Perempuan,>75, 1086
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,35-39, 2628
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,35-39, 1433
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,40-44, 1605
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,40-44, 3038
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,45-49, 1821
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,45-49, 1946
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,50-54, 3767
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,50-54, 1788
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,55-59, 1828
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,55-59, 3616
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,60-64, 1810
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,60-64, 1807
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,65-69, 3617
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,65-69, 1428
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,70-74, 1369
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,70-74, 2797
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Laki-laki,>75, 1000
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,4.53, 8515,Perempuan,>75, 999
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,35-39, 2539
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,35-39, 1744
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,40-44, 1743
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,40-44, 3487
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,45-49, 1893
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,45-49, 2144
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,50-54, 4037
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,50-54, 1657
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,55-59, 1707
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,55-59, 3364
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,60-64, 1307
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,60-64, 1458
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,65-69, 2765
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,65-69, 1122
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,70-74, 1204
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,70-74, 2326
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Laki-laki,>75, 985
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,5.31, 7089,Perempuan,>75, 1358
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,35-39, 4170
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,35-39, 2259
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,40-44, 2338
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,40-44, 4597
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,45-49, 2608
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,45-49, 2622
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,50-54, 5230
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,50-54, 2281
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,55-59, 2347
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,55-59, 4628
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,60-64, 2052
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,60-64, 1973
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,65-69, 4025
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Perempuan,65-69, 1873
 2013,PROVINSI DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,6.28, 8216,Laki-laki,70-74, 1865
